seed_count=320
output_dir=/workspace/plankc/rappie-sol/fuzz/seeds/plank_sol_program_diff

raw_fallback_00: buckets=[RawFallback, ShortCalldata, ReturnExit]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_208: buckets=[SelectorDispatch, MultiCall, MaxCallCount, MultiEntryTouched, ShortCalldata, UnalignedCalldata, MemoryWidth, MemoryCopy, Storage, RepeatedStorageSlot, Create2, RevertExit, StopExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, HexLiteral, ComptimeControlFlow, RuntimeUninit, DataOffset, GenericInferredParam, AnonymousTypeIdentity, RuntimeOnlyCompound]; mode=SelectorDispatch; entries=3; calls=4; exit=Stop
combo_209: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, MemoryWidth, MemoryCopy, CalldataCopy, Storage, RepeatedStorageSlot, TransientStorage, Call, DelegateCall, Returndata, Log, ConditionalExit, StopExit, StorageAndMultiCall, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CoreOpsOperator, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, Comments, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionEarlyReturn, RuntimeUninit, AnonymousTypeIdentity, CrossFileTypeIdentity, EmptyCompound, ComptimeOnlyCompound, RuntimeOnlyCompound, StdRegistered]; mode=SelectorDispatch; entries=5; calls=3; exit=Stop
combo_210: buckets=[RawFallback, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, Storage, ExternalCode, InvalidExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, Comments, ComptimeControlFlow, ComptimeLoop, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, RuntimeUninit, GenericInferredParam, ComptimeCompoundParam, AnonymousTypeIdentity, CrossFileTypeIdentity, ComptimeOnlyCompound, RuntimeOnlyCompound]; mode=RawFallback; entries=1; calls=3; exit=Invalid
combo_211: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, MemoryCopy, ReturnExit]; mode=SelectorDispatch; entries=4; calls=1; exit=Return
combo_212: buckets=[SelectorDispatch, ShortCalldata, CalldataCopy, TransientStorage, ExternalCode, Call, Returndata, StopExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, CoreOpsOperator, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, Comments, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, DataOffset, CBytesEdgeShapes, DataOffsetDedup, AnonymousTypeIdentity, EvalBranchQuota, StdRegistered]; mode=SelectorDispatch; entries=1; calls=1; exit=Stop
combo_213: buckets=[SelectorDispatch, UnalignedCalldata, FullWidthWord, MemoryCopy, ConditionalExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, HexLiteral, ParameterizedType, ComptimeControlFlow, DataOffset, ComptimeValueParam]; mode=SelectorDispatch; entries=1; calls=1; exit=ConditionalReturnRevert
combo_214: buckets=[SelectorDispatch, ShortCalldata, TransientStorage, ExternalCode, Create, Branch, ReturnExit, CreateAndExternalCode]; mode=SelectorDispatch; entries=4; calls=1; exit=Return
combo_215: buckets=[SelectorDispatch, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryWidth, CalldataCopy, Log, InvalidExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, BinaryLiteral, HexLiteral, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, FunctionEarlyReturn, DataOffset, GenericInferredParam, ComptimeValueParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetDedup, AnonymousTypeIdentity, EvalBranchQuota, EmptyCompound, ComptimeOnlyCompound, StdRegistered]; mode=SelectorDispatch; entries=1; calls=3; exit=Invalid
combo_216: buckets=[RawFallback, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, CalldataCopy, StopExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, HexLiteral, ParameterizedType, ComptimeControlFlow, FunctionEarlyReturn, DataOffset, CBytesEdgeShapes, DataOffsetConcat, CrossFileTypeIdentity, EvalBranchQuota]; mode=RawFallback; entries=1; calls=3; exit=Stop
combo_217: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryCopy, Storage, RepeatedStorageSlot, Log, Log4, RevertExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, CoreOpsOperator, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, Comments, HexLiteral, ParameterizedType, ComptimeControlFlow, FunctionReturnsCompound, NestedCompound, RuntimeUninit, GenericInferredParam, ComptimeCompoundParam, EvalBranchQuota, StdRegistered]; mode=SelectorDispatch; entries=1; calls=1; exit=Revert
combo_218: buckets=[RawFallback, FullWidthWord, Arithmetic, TransientStorage, ExternalCode, Call, Returndata, Create, RevertExit, CallAndReturndata, CreateAndExternalCode, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, Comments, ParameterizedType, FunctionEarlyReturn, CrossFileTypeIdentity]; mode=RawFallback; entries=1; calls=1; exit=Revert
combo_219: buckets=[SelectorDispatch, MultiCall, MaxCallCount, ShortCalldata, FullWidthWord, MemoryWidth, Storage, Call, DelegateCall, Returndata, Create, Log, Log4, ReturnExit, StorageAndMultiCall, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, HexLiteral, ComptimeControlFlow, ComptimeLoop, CBytesEdgeShapes, AnonymousTypeIdentity, CrossFileTypeIdentity]; mode=SelectorDispatch; entries=1; calls=4; exit=Return
combo_220: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, MemoryWidth, MemoryCopy, CalldataCopy, Storage, RepeatedStorageSlot, TransientStorage, ExternalCode, Log, Loop, ReturnExit, InvalidExit, StorageAndMultiCall]; mode=SelectorDispatch; entries=3; calls=3; exit=Invalid
combo_221: buckets=[SelectorDispatch, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, CalldataCopy, Log, Log4, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, BinaryLiteral, HexLiteral, ComptimeControlFlow, ComptimeLoop, DataOffset, ComptimeValueParam, ComptimeCompoundParam, CBytesEdgeShapes, DataOffsetDedup, DataOffsetConcat, AnonymousTypeIdentity, CrossFileTypeIdentity, EmptyCompound, ComptimeOnlyCompound, StdRegistered]; mode=SelectorDispatch; entries=1; calls=3; exit=Return
combo_222: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, MemoryCopy, Storage, RepeatedStorageSlot, Call, Returndata, Log, ReturnExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, HexLiteral, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, NestedCompound, GenericInferredParam, ComptimeCompoundParam, EvalBranchQuota, StdRegistered]; mode=SelectorDispatch; entries=1; calls=1; exit=Return
combo_223: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryWidth, CalldataCopy, ReturnExit, HighLevelOperator, HelperFunction, NestedHelperCall]; mode=SelectorDispatch; entries=2; calls=2; exit=Return
combo_224: buckets=[SelectorDispatch, ShortCalldata, FullWidthWord, Arithmetic, TransientStorage, Create, Create2, Branch, RevertExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, Comments, BinaryLiteral, HexLiteral, ComptimeControlFlow, TypeDependentBranch, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, DataOffset, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetConcat, EvalBranchQuota, ComptimeOnlyCompound, StdRegistered]; mode=SelectorDispatch; entries=2; calls=1; exit=Revert
combo_225: buckets=[RawFallback, ShortCalldata, MemoryWidth, MemoryCopy, ReturnExit]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_226: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, MemoryCopy, TransientStorage, ExternalCode, Create2, Log, Loop, StopExit, InvalidExit, CreateAndExternalCode, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, Comments, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, TypeDependentBranch, FunctionReturnsCompound, FunctionEarlyReturn, RuntimeUninit, DataOffset, GenericInferredParam, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime, CBytesEdgeShapes, AnonymousTypeIdentity, EvalBranchQuota, ComptimeOnlyCompound, RuntimeOnlyCompound, StdRegistered]; mode=SelectorDispatch; entries=2; calls=3; exit=Stop
combo_227: buckets=[RawFallback, ShortCalldata, FullWidthWord, MemoryCopy, Storage, RepeatedStorageSlot, Call, DelegateCall, Returndata, ReturnExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, Comments, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, DataOffset, DataOffsetDedup, StdRegistered]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_228: buckets=[RawFallback, ShortCalldata, Arithmetic, SignedArithmetic, Call, Returndata, RevertExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, DeepImport, Comments, HexLiteral, ComptimeControlFlow, TypeDependentBranch, FunctionEarlyReturn, RuntimeUninit, DataOffset, GenericInferredParam, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime, RuntimeOnlyCompound]; mode=RawFallback; entries=1; calls=1; exit=Revert
combo_229: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, MemoryCopy, Storage, RepeatedStorageSlot, ExternalCode, Call, Returndata, ReturnExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, Comments, HexLiteral, ComptimeControlFlow, FunctionEarlyReturn, NestedCompound, RuntimeUninit, DataOffset, DataOffsetDedup, AnonymousTypeIdentity, CrossFileTypeIdentity, RuntimeOnlyCompound]; mode=SelectorDispatch; entries=4; calls=1; exit=Return
combo_230: buckets=[SelectorDispatch, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryWidth, MemoryCopy, Storage, Log, RevertExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, DeepImport, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, TypeDependentBranch, FunctionReturnsCompound, RuntimeUninit, DataOffset, GenericInferredParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetConcat, EmptyCompound, ComptimeOnlyCompound, StdRegistered]; mode=SelectorDispatch; entries=1; calls=3; exit=Revert
combo_231: buckets=[RawFallback, MultiCall, MaxCallCount, ShortCalldata, FullWidthWord, MemoryWidth, ReturnExit]; mode=RawFallback; entries=1; calls=4; exit=Return
combo_232: buckets=[SelectorDispatch, MultiCall, MaxCallCount, ShortCalldata, FullWidthWord, MemoryCopy, Storage, Create2, Log, Log4, Loop, ReturnExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, ImportGlob, DeepImport, HexLiteral, ParameterizedType, ComptimeControlFlow, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, RuntimeUninit, DataOffset, GenericInferredParam, ComptimeValueParam, DataOffsetDedup, CrossFileTypeIdentity, ComptimeOnlyCompound]; mode=SelectorDispatch; entries=1; calls=4; exit=Return
combo_233: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, MemoryCopy, Storage, RepeatedStorageSlot, TransientStorage, ExternalCode, Create, Log, Log4, RevertExit, CreateAndExternalCode]; mode=SelectorDispatch; entries=5; calls=1; exit=Revert
combo_234: buckets=[SelectorDispatch, MultiCall, MaxCallCount, ShortCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryCopy, Storage, TransientStorage, Create2, Log, InvalidExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, DeepImport, Comments, HexLiteral, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, RuntimeUninit, DataOffset, ComptimeCompoundParam, CBytesEdgeShapes, DataOffsetConcat, AnonymousTypeIdentity, CrossFileTypeIdentity, EvalBranchQuota, EmptyCompound, ComptimeOnlyCompound]; mode=SelectorDispatch; entries=1; calls=4; exit=Invalid
combo_235: buckets=[SelectorDispatch, MultiCall, ShortCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryWidth, MemoryCopy, Create2, Log, Log4, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, CoreOpsOperator, HelperFunction, Import, ImportGroup, ImportAlias, ImportGlob, DeepImport, BinaryLiteral, HexLiteral, ComptimeControlFlow, ComptimeLoop, FunctionReturnsCompound, NestedCompound, DataOffset, ComptimeCompoundParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetConcat, AnonymousTypeIdentity, CrossFileTypeIdentity, EvalBranchQuota, ComptimeOnlyCompound, StdRegistered]; mode=SelectorDispatch; entries=1; calls=3; exit=Return
combo_236: buckets=[SelectorDispatch, MultiCall, MaxCallCount, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryWidth, Storage, TransientStorage, Create, ReturnExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, HighLevelOperator, HelperFunction, NestedHelperCall, Comments, FunctionEarlyReturn, RuntimeUninit, GenericInferredParam, RuntimeOnlyCompound]; mode=SelectorDispatch; entries=1; calls=4; exit=Return
combo_237: buckets=[SelectorDispatch, DispatchMax, UnalignedCalldata, FullWidthWord, Arithmetic, CalldataCopy, Storage, TransientStorage, Call, Returndata, Log, Log4, ReturnExit, CallAndReturndata]; mode=SelectorDispatch; entries=6; calls=1; exit=Return
combo_238: buckets=[RawFallback, ShortCalldata, Arithmetic, SignedArithmetic, MemoryCopy, ExternalCode, ReturnExit]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_239: buckets=[RawFallback, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryWidth, Storage, RepeatedStorageSlot, TransientStorage, ExternalCode, ConditionalExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CoreOpsOperator, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, Comments, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, FunctionEarlyReturn, RuntimeUninit, DataOffset, DataOffsetDedup, AnonymousTypeIdentity, RuntimeOnlyCompound, StdRegistered]; mode=RawFallback; entries=1; calls=1; exit=ConditionalReturnRevert
combo_240: buckets=[RawFallback, ShortCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryCopy, ExternalCode, Call, ReturnExit]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_241: buckets=[RawFallback, MultiCall, ShortCalldata, FullWidthWord, Storage, RepeatedStorageSlot, ExternalCode, Log, Log4, Branch, ReturnExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, Comments, HexLiteral, ParameterizedType, ComptimeControlFlow, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, RuntimeUninit, DataOffset, GenericInferredParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetConcat, AnonymousTypeIdentity, CrossFileTypeIdentity, EmptyCompound]; mode=RawFallback; entries=1; calls=2; exit=Return
combo_242: buckets=[RawFallback, MultiCall, ShortCalldata, UnalignedCalldata, Arithmetic, MemoryWidth, MemoryCopy, Storage, RepeatedStorageSlot, Log, ReturnExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, DeepImport, BinaryLiteral, HexLiteral, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, RuntimeUninit, DataOffset, ComptimeCompoundParam, FunctionValuedComptime, DataOffsetDedup, AnonymousTypeIdentity, CrossFileTypeIdentity, EvalBranchQuota, EmptyCompound, ComptimeOnlyCompound]; mode=RawFallback; entries=1; calls=3; exit=Return
combo_243: buckets=[RawFallback, MultiCall, ShortCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryCopy, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, HighLevelOperator, HelperFunction]; mode=RawFallback; entries=1; calls=2; exit=Return
combo_244: buckets=[RawFallback, ShortCalldata, UnalignedCalldata, Arithmetic, SignedArithmetic, MemoryWidth, MemoryCopy, ReturnExit]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_245: buckets=[SelectorDispatch, DispatchMax, MultiCall, MaxCallCount, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryWidth, CalldataCopy, Storage, TransientStorage, ExternalCode, Call, Returndata, Log, Log4, Loop, ConditionalExit, InvalidExit, StorageAndMultiCall, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, HexLiteral, ComptimeControlFlow, NestedCompound, ComptimeValueParam, ComptimeCompoundParam, AnonymousTypeIdentity, ComptimeOnlyCompound, StdRegistered]; mode=SelectorDispatch; entries=6; calls=4; exit=Invalid
combo_246: buckets=[SelectorDispatch, ShortCalldata, FullWidthWord, Storage, RepeatedStorageSlot, Call, DelegateCall, Returndata, StopExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, CBytesEdgeShapes, AnonymousTypeIdentity, CrossFileTypeIdentity]; mode=SelectorDispatch; entries=2; calls=1; exit=Stop
combo_247: buckets=[SelectorDispatch, MultiCall, ShortCalldata, FullWidthWord, CalldataCopy, ReturnExit]; mode=SelectorDispatch; entries=4; calls=2; exit=Return
combo_248: buckets=[SelectorDispatch, MultiCall, ShortCalldata, FullWidthWord, Storage, ExternalCode, ReturnExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CBytesBuiltin, CoreOpsOperator, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, HexLiteral, ComptimeControlFlow, FunctionEarlyReturn, DataOffset, CBytesEdgeShapes, AnonymousTypeIdentity, CrossFileTypeIdentity, StdRegistered]; mode=SelectorDispatch; entries=1; calls=2; exit=Return
combo_249: buckets=[SelectorDispatch, DispatchMax, ShortCalldata, Arithmetic, MemoryWidth, MemoryCopy, CalldataCopy, TransientStorage, Create2, ReturnExit]; mode=SelectorDispatch; entries=6; calls=1; exit=Return
combo_250: buckets=[RawFallback, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, MemoryWidth, MemoryCopy, Storage, TransientStorage, Log, Log4, Branch, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, ImportGlob, DeepImport, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, NestedCompound, RuntimeUninit, DataOffset, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetDedup, DataOffsetConcat, AnonymousTypeIdentity, CrossFileTypeIdentity, EvalBranchQuota, ComptimeOnlyCompound, RuntimeOnlyCompound, StdRegistered]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_251: buckets=[RawFallback, ShortCalldata, Arithmetic, SignedArithmetic, ReturnExit]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_252: buckets=[RawFallback, MultiCall, MaxCallCount, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryWidth, CalldataCopy, Call, Returndata, StopExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HelperFunction, Import, ImportGroup, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, RuntimeUninit, DataOffset, CBytesEdgeShapes, DataOffsetConcat, RuntimeOnlyCompound]; mode=RawFallback; entries=1; calls=4; exit=Stop
combo_253: buckets=[RawFallback, ShortCalldata, Arithmetic, SignedArithmetic, Storage, InvalidExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Comments, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, DataOffset, GenericInferredParam, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime, StdRegistered]; mode=RawFallback; entries=1; calls=1; exit=Invalid
combo_254: buckets=[SelectorDispatch, ShortCalldata, FullWidthWord, Arithmetic, Storage, RepeatedStorageSlot, ExternalCode, Create2, Log, Branch, RevertExit, CreateAndExternalCode, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, BinaryLiteral, HexLiteral, ComptimeControlFlow, TypeDependentBranch, RuntimeUninit, DataOffset, GenericInferredParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetConcat, AnonymousTypeIdentity, CrossFileTypeIdentity, EvalBranchQuota, EmptyCompound, ComptimeOnlyCompound, StdRegistered]; mode=SelectorDispatch; entries=1; calls=1; exit=Revert
combo_255: buckets=[RawFallback, MultiCall, MaxCallCount, ShortCalldata, FullWidthWord, MemoryWidth, Storage, RepeatedStorageSlot, Loop, ReturnExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, HelperFunction, Comments, HexLiteral, ComptimeControlFlow, RuntimeUninit, DataOffset, GenericInferredParam, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime, AnonymousTypeIdentity, RuntimeOnlyCompound]; mode=RawFallback; entries=1; calls=4; exit=Return
combo_256: buckets=[SelectorDispatch, ShortCalldata, MemoryCopy, Call, DelegateCall, Returndata, ReturnExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ParameterizedType]; mode=SelectorDispatch; entries=2; calls=1; exit=Return
combo_257: buckets=[RawFallback, MultiCall, ShortCalldata, FullWidthWord, Storage, TransientStorage, Log, Loop, StopExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, Comments, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, FunctionReturnsCompound, RuntimeUninit, DataOffset, CBytesEdgeShapes, DataOffsetConcat, CrossFileTypeIdentity, EmptyCompound]; mode=RawFallback; entries=1; calls=3; exit=Stop
combo_258: buckets=[SelectorDispatch, ShortCalldata, FullWidthWord, Arithmetic, SignedArithmetic, ExternalCode, Log, Log4, Branch, Loop, ReturnExit]; mode=SelectorDispatch; entries=1; calls=1; exit=Return
combo_259: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, MemoryWidth, MemoryCopy, CalldataCopy, ReturnExit]; mode=SelectorDispatch; entries=1; calls=1; exit=Return
combo_260: buckets=[SelectorDispatch, MultiCall, MaxCallCount, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryWidth, Call, Returndata, ReturnExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, HighLevelOperator, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, FunctionReturnsCompound, NestedCompound, DataOffset, ComptimeValueParam, FunctionValuedComptime, DataOffsetDedup]; mode=SelectorDispatch; entries=4; calls=4; exit=Return
